"date","opponent","game_id"
"11/10/17","George Mason","400989878"
"11/14/17","NJIT","400991922"
"11/17/17","Villanova","400988425"
"11/22/17","Princeton","400991670"
"11/26/17","Saint Peter's","400991082"
"11/29/17","Drexel","400991416"
"12/2/17","Quinnipiac","400991086"
"12/6/17","Pennsylvania","400991664"
"12/9/17","Sacred Heart","400990758"
"12/18/17","Susquehanna University","400992041"
"12/20/17","Cornell","400991629"
"12/29/17","Lehigh","400992042"
"1/2/18","Holy Cross","400992033"
"1/5/18","Colgate","400992024"
"1/8/18","Bucknell","400992010"
"1/11/18","Army","400991982"
"1/14/18","Loyola MD","400992043"
"1/17/18","Navy","400992044"
"1/20/18","American","400991967"
"1/24/18","Boston University","400992003"
"1/27/18","Holy Cross","400992037"
"1/31/18","Colgate","400992028"
"2/3/18","Bucknell","400992016"
"2/7/18","Army","400991989"
"2/11/18","Loyola MD","400992045"
"2/14/18","Navy","400992046"
"2/17/18","American","400991975"
"2/21/18","Boston University","400992009"
"2/24/18","Lehigh","400992047"
"2/27/18","American","401021352"
"3/1/18","Colgate","401021571"
