"date","opponent","game_id"
"11/10/17","Oakland","400989282"
"11/12/17","Defiance","400989290"
"11/15/17","Delaware State","400989295"
"11/18/17","UIC","400989300"
"11/22/17","Kentucky","400987192"
"11/25/17","East Tennessee State","400988684"
"11/28/17","Detroit Mercy","400989315"
"11/30/17","IU-Kokomo","400989320"
"12/3/17","SIU-Edwardsville","400989325"
"12/6/17","Akron","400989330"
"12/9/17","Miami OH","400989337"
"12/16/17","Stetson","400989347"
"12/18/17","Indiana","400986444"
"12/21/17","Liberty","400989356"
"12/22/17","Louisiana Tech","401005577"
"12/28/17","Olivet College","400989360"
"12/30/17","Concordia MI","400989364"
"1/4/18","Oral Roberts","400989371"
"1/6/18","Denver","400989373"
"1/11/18","South Dakota","400989376"
"1/13/18","Omaha","400989382"
"1/17/18","Western Illinois","400989385"
"1/20/18","North Dakota State","400989388"
"1/27/18","South Dakota State","400989398"
"2/1/18","Oral Roberts","400989401"
"2/3/18","Denver","400989404"
"2/8/18","South Dakota","400989408"
"2/10/18","Omaha","400989412"
"2/14/18","Western Illinois","400989415"
"2/17/18","North Dakota State","400989419"
"2/24/18","South Dakota State","400989427"
"3/4/18","North Dakota State","401020623"
"3/12/18","Central Michigan","401025894"
