"date","opponent","game_id"
"11/10/17","Whittier","400990565"
"11/13/17","Georgia Southern","400990361"
"11/16/17","Arizona","400988211"
"11/19/17","Lamar","400988911"
"11/22/17","Alaska Anchorage","400990600"
"11/24/17","Idaho","401002124"
"11/25/17","Central Michigan","401002362"
"11/29/17","UCLA","400988237"
"12/2/17","Northern Arizona","400990613"
"12/5/17","Fresno State","400990617"
"12/8/17","Life Pacific","400990620"
"12/9/17","Idaho","400990624"
"12/16/17","Georgia Southern","400990406"
"12/20/17","Delaware","400990635"
"12/27/17","Arkansas","400987276"
"1/6/18","Utah Valley","400990650"
"1/11/18","UT Rio Grande Valley","400990655"
"1/13/18","New Mexico State","400990659"
"1/18/18","UMKC","400990662"
"1/20/18","Chicago State","400990664"
"1/26/18","Seattle","400990670"
"2/1/18","Chicago State","400990677"
"2/3/18","UMKC","400990680"
"2/8/18","New Mexico State","400990685"
"2/10/18","UT Rio Grande Valley","400990687"
"2/17/18","Grand Canyon","400990695"
"2/22/18","Utah Valley","400990697"
"2/24/18","Seattle","400990703"
"3/3/18","Grand Canyon","400990706"
"3/8/18","Utah Valley","401020538"
