"date","opponent","game_id"
"11/10/17","VMI","400986046"
"11/12/17","Charleston Southern","400986051"
"11/14/17","Bryant","400986698"
"11/16/17","Presbyterian","400986699"
"11/22/17","Arizona","400986081"
"11/23/17","Northern Iowa","401000101"
"11/24/17","Tennessee","401002170"
"11/29/17","Penn State","400986103"
"12/2/17","South Carolina State","400986113"
"12/9/17","UMKC","400986134"
"12/16/17","UNC Greensboro","400986145"
"12/19/17","Robert Morris","400986155"
"12/22/17","Jacksonville","400986161"
"12/30/17","Clemson","400986176"
"1/3/18","Notre Dame","400986182"
"1/6/18","Duke","400986186"
"1/11/18","Clemson","400986197"
"1/14/18","Virginia","400986204"
"1/18/18","Wake Forest","400986639"
"1/21/18","Miami","400986216"
"1/24/18","Pittsburgh","400986224"
"1/27/18","North Carolina","400986225"
"2/3/18","Notre Dame","400986237"
"2/7/18","Virginia Tech","400986248"
"2/10/18","North Carolina","400986252"
"2/14/18","Syracuse","400986263"
"2/17/18","Wake Forest","400986641"
"2/20/18","Boston College","400986271"
"2/25/18","Florida State","400986282"
"3/1/18","Georgia Tech","400986306"
"3/3/18","Louisville","400986688"
"3/7/18","Boston College","401019989"
"3/15/18","Seton Hall","401025834"
