"date","opponent","game_id"
"11/10/17","Maryland","400986332"
"11/14/17","UConn","400987941"
"11/17/17","Ball State","400990120"
"11/19/17","Michigan State","400986367"
"11/22/17","Brown","400991559"
"11/26/17","Bucknell","400991560"
"11/29/17","Shawnee State","400991561"
"12/2/17","St. Francis PA","400990752"
"12/4/17","LIU Brooklyn","400990753"
"12/7/17","Columbia","400991562"
"12/12/17","Hofstra","400991453"
"12/17/17","Providence","400988529"
"12/22/17","Rutgers","400986460"
"12/30/17","Norfolk State","400991563"
"1/3/18","Maine","400991534"
"1/6/18","Hartford","400991517"
"1/10/18","Albany","400990000"
"1/13/18","Vermont","400991564"
"1/18/18","Binghamton","400990028"
"1/21/18","New Hampshire","400991554"
"1/24/18","UMass Lowell","400991565"
"1/27/18","Albany","400990006"
"1/31/18","UMBC","400991566"
"2/3/18","Hartford","400991524"
"2/8/18","UMass Lowell","400991567"
"2/11/18","Maine","400991541"
"2/15/18","Binghamton","400990035"
"2/18/18","New Hampshire","400991557"
"2/21/18","UMBC","400991568"
"2/24/18","Vermont","400991569"
"3/3/18","Albany","401020719"
"3/6/18","Vermont","401020721"
