"date","opponent","game_id"
"11/10/17","Wofford","400987148"
"11/13/17","Western Michigan","400987161"
"11/16/17","Illinois State","400987170"
"11/17/17","UTEP","400999668"
"11/19/17","Western Michigan","400999673"
"11/27/17","Florida Intl","400987202"
"11/30/17","Temple","400987210"
"12/2/17","Massachusetts","400987213"
"12/6/17","Wyoming","400987225"
"12/9/17","Coastal Carolina","400987232"
"12/19/17","Clemson","400986151"
"12/27/17","Limestone","400987275"
"12/31/17","Ole Miss","400987283"
"1/3/18","Missouri","400987289"
"1/6/18","Vanderbilt","400987298"
"1/9/18","Alabama","400987300"
"1/13/18","Georgia","400987310"
"1/16/18","Kentucky","400987315"
"1/20/18","Tennessee","400987320"
"1/24/18","Florida","400987332"
"1/27/18","Texas Tech","400987336"
"1/31/18","Mississippi State","400987351"
"2/3/18","Texas A&M","400987353"
"2/6/18","Arkansas","400987361"
"2/10/18","Florida","400987368"
"2/13/18","Tennessee","400987374"
"2/17/18","Auburn","400987381"
"2/21/18","Georgia","400987393"
"2/24/18","Mississippi State","400987396"
"2/28/18","LSU","400987406"
"3/3/18","Auburn","400987413"
"3/7/18","Ole Miss","401020001"
"3/8/18","Arkansas","401020005"
