"date","opponent","game_id"
"11/10/17","Towson","400991498"
"11/13/17","James Madison","400991465"
"11/16/17","Temple","400987947"
"11/17/17","Indiana State","400999661"
"11/19/17","Dayton","400999665"
"11/25/17","William & Mary","400991511"
"11/27/17","Maryland-Eastern Shore","400992557"
"12/2/17","VCU","400989920"
"12/6/17","Richmond","400989979"
"12/9/17","Bowling Green","400990163"
"12/17/17","Fairfield","400991103"
"12/22/17","Norfolk State","400992573"
"12/30/17","Charlotte","400992583"
"1/4/18","Rice","400992588"
"1/6/18","North Texas","400992596"
"1/11/18","Western Kentucky","400992603"
"1/13/18","Marshall","400992607"
"1/18/18","Florida Intl","400992616"
"1/20/18","Florida Atlantic","400992618"
"1/27/18","Charlotte","400992633"
"2/1/18","Middle Tennessee","400992639"
"2/3/18","UAB","400992645"
"2/8/18","Southern Miss","400992650"
"2/10/18","Louisiana Tech","400992656"
"2/15/18","UT San Antonio","400992665"
"2/17/18","UTEP","400992673"
"2/22/18","Marshall","400992679"
"2/24/18","Western Kentucky","400992683"
"3/1/18","Florida Atlantic","400992691"
"3/3/18","Florida Intl","400992697"
"3/8/18","Louisiana Tech","401020712"
"3/9/18","Western Kentucky","401020715"
