"date","opponent","game_id"
"11/10/17","CCNY","400986330"
"11/12/17","Central Connecticut","400986341"
"11/14/17","Cleveland State","400986349"
"11/19/17","Coppin State","400986370"
"11/21/17","Bryant","400986377"
"11/24/17","East Carolina","400986390"
"11/28/17","Florida State","400986097"
"12/3/17","Minnesota","400986401"
"12/5/17","Michigan State","400986406"
"12/7/17","NJIT","400986413"
"12/9/17","Fairleigh Dickinson","400986420"
"12/12/17","Fordham","400986429"
"12/16/17","Seton Hall","400986442"
"12/22/17","Stony Brook","400986460"
"12/28/17","Hartford","400986466"
"1/3/18","Purdue","400986485"
"1/5/18","Wisconsin","400986489"
"1/10/18","Michigan State","400986499"
"1/14/18","Ohio State","400986506"
"1/17/18","Iowa","400986513"
"1/21/18","Michigan","400986521"
"1/24/18","Nebraska","400986527"
"1/27/18","Penn State","400986533"
"1/30/18","Illinois","400986540"
"2/3/18","Purdue","400986546"
"2/5/18","Indiana","400986550"
"2/10/18","Nebraska","400986561"
"2/13/18","Northwestern","400986566"
"2/17/18","Maryland","400986573"
"2/20/18","Ohio State","400986581"
"2/25/18","Illinois","400986591"
"2/28/18","Minnesota","401020031"
"3/1/18","Indiana","401020035"
"3/2/18","Purdue","401020039"
