"date","opponent","game_id"
"11/11/17","Ohio","400990110"
"11/13/17","Samford","400988654"
"11/17/17","Alabama","400987179"
"11/21/17","Minnesota","400986376"
"11/24/17","Niagara","400991074"
"11/25/17","Western Carolina","401002382"
"11/29/17","Georgia State","400990554"
"12/2/17","Austin Peay","400990918"
"12/11/17","DePaul","400988525"
"12/13/17","Southern Miss","400992566"
"12/16/17","UAB","400992568"
"12/21/17","Michigan","400986453"
"12/23/17","Georgetown","400988545"
"1/1/18","Grambling","400992826"
"1/3/18","Jackson State","400992827"
"1/6/18","Arkansas-Pine Bluff","400992828"
"1/8/18","Mississippi Valley State","400992829"
"1/13/18","Alabama State","400992830"
"1/20/18","Alcorn State","400992831"
"1/22/18","Southern","400992832"
"1/27/18","Texas Southern","400992833"
"1/29/18","Prairie View A&M","400992834"
"2/3/18","Arkansas-Pine Bluff","400992835"
"2/5/18","Mississippi Valley State","400992836"
"2/10/18","Alabama State","400992837"
"2/17/18","Alcorn State","400992838"
"2/19/18","Southern","400992839"
"2/24/18","Texas Southern","400992840"
"2/26/18","Prairie View A&M","400992841"
"3/1/18","Grambling","400992842"
"3/3/18","Jackson State","400992843"
