"date","opponent","game_id"
"11/10/17","South Dakota State","400989284"
"11/12/17","Denver","400989291"
"11/14/17","Chapman","400992519"
"11/17/17","Kansas State","400989196"
"11/19/17","Arizona State","400988220"
"11/23/17","Rider","400991073"
"11/24/17","Northern Arizona","401002175"
"11/26/17","UCLA","400988231"
"11/29/17","Whittier","400992520"
"12/2/17","Nevada","400991764"
"12/6/17","Utah State","400991819"
"12/9/17","UT Rio Grande Valley","400990622"
"12/16/17","Saint Mary's","400992521"
"12/19/17","Montana","400992402"
"12/21/17","Idaho","400991827"
"12/28/17","New Mexico State","400990641"
"1/4/18","UC Davis","400992511"
"1/6/18","Long Beach State","400992498"
"1/11/18","CS Fullerton","400992449"
"1/13/18","CS Northridge","400992470"
"1/18/18","Cal Poly","400992432"
"1/20/18","UC Santa Barbara","400992522"
"1/24/18","UC Riverside","400992523"
"1/31/18","Long Beach State","400992501"
"2/3/18","CS Fullerton","400992455"
"2/7/18","CS Northridge","400992476"
"2/10/18","UC Riverside","400992524"
"2/15/18","Hawai'i","400992492"
"2/17/18","Cal Poly","400992441"
"2/22/18","UC Santa Barbara","400992525"
"2/24/18","Hawai'i","400992526"
"3/3/18","UC Davis","400992517"
"3/8/18","Hawai'i","401020744"
"3/9/18","UC Santa Barbara","401020747"
"3/10/18","CS Fullerton","401020748"
