"date","opponent","game_id"
"11/12/17","Coppin State","400987935"
"11/15/17","Radford","400987944"
"11/17/17","Central Connecticut","400987952"
"11/20/17","Cleveland State","400987958"
"11/24/17","Rutgers","400986390"
"11/26/17","North Carolina A&T","400987970"
"11/30/17","UNC Wilmington","400987981"
"12/2/17","Delaware State","400987986"
"12/4/17","Campbell","400987992"
"12/18/17","Charlotte","400988017"
"12/21/17","Grambling","400988032"
"12/28/17","Tulsa","400988037"
"12/31/17","UCF","400988044"
"1/3/18","South Florida","400988046"
"1/6/18","UConn","400988052"
"1/11/18","Wichita State","400988061"
"1/14/18","Houston","400988066"
"1/17/18","South Florida","400988070"
"1/20/18","Cincinnati","400988075"
"1/28/18","SMU","400988085"
"1/31/18","Tulane","400988089"
"2/3/18","Memphis","400988097"
"2/7/18","Temple","400988103"
"2/14/18","Tulane","400988112"
"2/18/18","UConn","400988119"
"2/21/18","SMU","400988123"
"2/25/18","Houston","400988133"
"3/1/18","Tulsa","400988137"
"3/4/18","Memphis","400988143"
"3/8/18","UCF","401019977"
