"date","opponent","game_id"
"11/10/17","LSU","400987152"
"11/12/17","Creighton","400988419"
"11/13/17","Northern Iowa","400989560"
"11/17/17","Baylor","400989128"
"11/19/17","Central Arkansas","400988910"
"11/22/17","Yale","400991679"
"11/25/17","Concordia College AL","400992862"
"11/29/17","Tulane","400987979"
"12/1/17","Rust College","400992863"
"12/10/17","Iowa State","400989155"
"12/12/17","Fisk","400992864"
"12/18/17","Blue Mountain College","400992865"
"12/22/17","Vanderbilt","400987271"
"1/1/18","Prairie View A&M","400992866"
"1/3/18","Texas Southern","400992867"
"1/6/18","Jackson State","400992868"
"1/8/18","Grambling","400992869"
"1/13/18","Mississippi Valley State","400992870"
"1/15/18","Arkansas-Pine Bluff","400992871"
"1/20/18","Alabama A&M","400992831"
"1/22/18","Alabama State","400992851"
"1/27/18","Southern","400992872"
"2/3/18","Jackson State","400992873"
"2/5/18","Grambling","400992874"
"2/10/18","Mississippi Valley State","400992875"
"2/12/18","Arkansas-Pine Bluff","400992876"
"2/17/18","Alabama A&M","400992838"
"2/19/18","Alabama State","400992857"
"2/24/18","Southern","400992877"
"3/1/18","Prairie View A&M","400992878"
"3/3/18","Texas Southern","400992879"
"3/6/18","Prairie View A&M","401022714"
