"date","opponent","game_id"
"11/10/17","Utah","400988194"
"11/13/17","Oregon","400988201"
"11/15/17","UNLV","400991811"
"11/20/17","Eastern Kentucky","400990896"
"11/22/17","Georgia State","401001882"
"11/24/17","UC Santa Barbara","400992532"
"12/3/17","New Mexico State","400990615"
"12/6/17","Hawai'i","400992483"
"12/9/17","Texas A&M","400987230"
"12/14/17","Tulsa","400988011"
"12/17/17","Houston","400988016"
"12/20/17","Ohio","400990177"
"12/22/17","New Mexico","400991782"
"12/29/17","Jarvis Christian","400992905"
"1/1/18","Alcorn State","400992866"
"1/3/18","Southern","400992906"
"1/6/18","Texas Southern","400992907"
"1/13/18","Grambling","400992882"
"1/15/18","Jackson State","400992908"
"1/20/18","Arkansas-Pine Bluff","400992909"
"1/22/18","Mississippi Valley State","400992898"
"1/27/18","Alabama State","400992852"
"1/29/18","Alabama A&M","400992834"
"2/3/18","Texas Southern","400992910"
"2/10/18","Grambling","400992888"
"2/12/18","Jackson State","400992911"
"2/17/18","Arkansas-Pine Bluff","400992912"
"2/19/18","Mississippi Valley State","400992902"
"2/24/18","Alabama State","400992858"
"2/26/18","Alabama A&M","400992841"
"3/1/18","Alcorn State","400992878"
"3/3/18","Southern","400992913"
"3/6/18","Alcorn State","401022714"
"3/9/18","Texas Southern","401022990"
