"date","opponent","game_id"
"11/10/17","Tennessee","400987147"
"11/11/17","Johnson Univ TN","400992368"
"11/16/17","NC State","400986699"
"11/18/17","VMI","400988665"
"11/20/17","Charlotte","400992369"
"11/23/17","Nicholls","400988921"
"11/24/17","Chicago State","401002167"
"11/28/17","UNC Greensboro","400988689"
"12/2/17","North Carolina A&T","400992370"
"12/5/17","South Carolina State","400992371"
"12/14/17","Toccoa Falls","400992372"
"12/19/17","Virginia Tech","400986644"
"12/21/17","Piedmont","400992373"
"12/30/17","Radford","400992374"
"1/3/18","Longwood","400992361"
"1/6/18","Liberty","400992347"
"1/9/18","Campbell","400992274"
"1/12/18","UNC Asheville","400992375"
"1/15/18","High Point","400992332"
"1/18/18","Gardner-Webb","400992318"
"1/21/18","Winthrop","400992376"
"1/24/18","Charleston Southern","400992300"
"1/27/18","Liberty","400992352"
"2/1/18","Longwood","400992364"
"2/3/18","UNC Asheville","400992377"
"2/7/18","Winthrop","400992378"
"2/10/18","Charleston Southern","400992305"
"2/15/18","High Point","400992339"
"2/18/18","Radford","400992379"
"2/22/18","Gardner-Webb","400992324"
"2/24/18","Campbell","400992288"
"2/27/18","Charleston Southern","401020691"
