"date","opponent","game_id"
"11/10/17","UIC","400992175"
"11/13/17","Evansville","400989558"
"11/15/17","Tenn-Martin","400990882"
"11/17/17","Warren Wilson","400992811"
"11/19/17","Southern","400992812"
"11/22/17","Marshall","400992551"
"11/24/17","Illinois","400986384"
"11/26/17","Southeast Missouri State","400990906"
"11/30/17","Christendom","400994187"
"12/2/17","Southeast Missouri State","400990915"
"12/9/17","George Mason","400989884"
"12/11/17","Grand Canyon","400990628"
"12/14/17","McNeese","400988969"
"12/30/17","St. Andrews","400992813"
"1/3/18","Delaware State","400992737"
"1/8/18","Norfolk State","400992814"
"1/13/18","Coppin State","400992724"
"1/15/18","Morgan State","400992785"
"1/20/18","Howard","400992772"
"1/22/18","Maryland-Eastern Shore","400992815"
"1/27/18","North Carolina A&T","400992806"
"2/3/18","Delaware State","400992744"
"2/5/18","Hampton","400992816"
"2/10/18","Florida A&M","400992761"
"2/12/18","Bethune-Cookman","400992714"
"2/17/18","Maryland-Eastern Shore","400992817"
"2/19/18","Howard","400992778"
"2/24/18","South Carolina State","400992818"
"2/26/18","Savannah State","400992819"
"3/1/18","North Carolina A&T","400992810"
"3/6/18","Coppin State","401020549"
"3/8/18","Savannah State","401020552"
"3/9/18","Morgan State","401020555"
"3/10/18","Hampton","401020556"
"3/14/18","Texas Southern","401025855"
