"date","opponent","game_id"
"11/10/17","Vanderbilt","400987158"
"11/13/17","Virginia","400986054"
"11/15/17","Oakland City","400990883"
"11/19/17","UNC Asheville","400990893"
"11/22/17","Bethel TN","400990901"
"11/26/17","Miami OH","400990134"
"11/29/17","Oklahoma State","400989229"
"12/2/17","Alabama A&M","400990918"
"12/6/17","Illinois","400986409"
"12/16/17","Evansville","400989655"
"12/19/17","Troy","400990414"
"12/22/17","Western Kentucky","400990942"
"12/28/17","SIU-Edwardsville","400990944"
"12/30/17","Eastern Illinois","400990950"
"1/4/18","Tenn-Martin","400990956"
"1/6/18","Southeast Missouri State","400990962"
"1/11/18","Tennessee Tech","400990968"
"1/13/18","Jacksonville State","400990975"
"1/18/18","Tennessee State","400990980"
"1/20/18","Belmont","400990986"
"1/25/18","Eastern Kentucky","400990992"
"1/27/18","Morehead State","400990998"
"2/1/18","Tenn-Martin","400991007"
"2/3/18","Southeast Missouri State","400991010"
"2/8/18","Murray State","400991016"
"2/10/18","Eastern Illinois","400991022"
"2/15/18","Tennessee Tech","400991028"
"2/17/18","Jacksonville State","400991034"
"2/22/18","SIU-Edwardsville","400991040"
"2/24/18","Murray State","400991047"
"3/1/18","Eastern Illinois","401020108"
"3/2/18","Belmont","401020110"
"3/15/18","UL Monroe","401025897"
"3/21/18","UIC","401026677"
