"date","opponent","game_id"
"11/10/17","UC Irvine","400989284"
"11/12/17","University of Mary","400989289"
"11/14/17","Alabama State","400989294"
"11/17/17","Kansas","400989175"
"11/20/17","Wyoming","400989301"
"11/21/17","Iowa","401001762"
"11/22/17","Buffalo","401001925"
"11/26/17","Dakota State","400989359"
"11/28/17","Ole Miss","400987203"
"12/2/17","Missouri State","400989324"
"12/5/17","Wichita State","400987994"
"12/8/17","Concordia College NE","400989333"
"12/12/17","North Dakota","400989343"
"12/15/17","Colorado","400988266"
"12/19/17","Drake","400989353"
"12/22/17","UMKC","400989358"
"12/30/17","Presentation College","400989363"
"1/3/18","North Dakota State","400989370"
"1/6/18","Omaha","400989374"
"1/11/18","Oral Roberts","400989379"
"1/13/18","Denver","400989380"
"1/20/18","Western Illinois","400989389"
"1/24/18","South Dakota","400989393"
"1/27/18","Fort Wayne","400989398"
"1/30/18","Omaha","400989400"
"2/1/18","North Dakota State","400989403"
"2/8/18","Denver","400989410"
"2/10/18","Oral Roberts","400989413"
"2/17/18","Western Illinois","400989418"
"2/22/18","South Dakota","400989423"
"2/24/18","Fort Wayne","400989427"
"3/3/18","Western Illinois","401020621"
"3/5/18","North Dakota State","401020625"
"3/6/18","South Dakota","401020627"
"3/15/18","Ohio State","401025853"
