"date","opponent","game_id"
"11/11/17","Canisius","400990109"
"11/15/17","Jacksonville State","400990117"
"11/20/17","Cincinnati","400987959"
"11/21/17","UAB","401001764"
"11/22/17","South Dakota State","401001925"
"11/29/17","Niagara","400990138"
"12/2/17","St. Bonaventure","400989935"
"12/6/17","Delaware","400990155"
"12/9/17","Central Pennsylvania College","400990158"
"12/16/17","Robert Morris","400990166"
"12/19/17","Syracuse","400986154"
"12/21/17","Texas A&M","400987264"
"12/28/17","NJIT","400990185"
"1/2/18","Toledo","400990196"
"1/6/18","Ball State","400990200"
"1/9/18","Akron","400990204"
"1/13/18","Miami OH","400990313"
"1/16/18","Northern Illinois","400990218"
"1/19/18","Western Michigan","400990221"
"1/23/18","Eastern Michigan","400990228"
"1/26/18","Ohio","400990233"
"1/30/18","Kent State","400990242"
"2/2/18","Western Michigan","400990246"
"2/6/18","Central Michigan","400990251"
"2/10/18","Northern Illinois","400990257"
"2/13/18","Kent State","400990261"
"2/16/18","Bowling Green","400990266"
"2/20/18","Miami OH","400990275"
"2/24/18","Ohio","400990278"
"2/27/18","Akron","400990281"
"3/2/18","Bowling Green","400990286"
"3/8/18","Central Michigan","401020524"
"3/9/18","Kent State","401020527"
"3/10/18","Toledo","401020529"
"3/15/18","Arizona","401025818"
"3/17/18","Kentucky","401025858"
