"date","opponent","game_id"
"11/10/17","Morehead State","400988411"
"11/13/17","Rider","400988421"
"11/16/17","Wisconsin","400986358"
"11/20/17","Hampton","400988491"
"11/23/17","George Washington","400988494"
"11/24/17","Arizona State","401002171"
"11/28/17","Baylor","400988500"
"12/2/17","Cincinnati","400987983"
"12/6/17","Kent State","400988516"
"12/9/17","Colorado","400988260"
"12/16/17","East Tennessee State","400988528"
"12/19/17","Marshall","400988533"
"12/22/17","Northern Iowa","400988544"
"12/27/17","Marquette","400988549"
"12/30/17","DePaul","400988552"
"1/2/18","Butler","400988557"
"1/6/18","Providence","400988562"
"1/10/18","Villanova","400988569"
"1/13/18","Creighton","400988573"
"1/17/18","St. John's","400988579"
"1/20/18","Seton Hall","400988582"
"1/24/18","Marquette","400988586"
"1/30/18","St. John's","400988592"
"2/3/18","Georgetown","400988598"
"2/6/18","Butler","400988600"
"2/10/18","Creighton","400988607"
"2/14/18","Seton Hall","400988614"
"2/17/18","Villanova","400988616"
"2/21/18","Georgetown","400988620"
"2/28/18","Providence","400988630"
"3/3/18","DePaul","400988633"
"3/8/18","St. John's","401020065"
"3/9/18","Providence","401020069"
"3/16/18","Texas Southern","401025826"
"3/18/18","Florida State","401025867"
