"date","opponent","game_id"
"11/11/17","Youngstown State","400990112"
"11/16/17","Ohio Christian","400990119"
"11/19/17","Mississippi Valley State","400990127"
"11/21/17","SE Louisiana","400988917"
"11/24/17","Valparaiso","400989618"
"11/25/17","Loyola Chi","400989624"
"11/29/17","Norfolk State","400990139"
"12/2/17","Cleveland State","400990148"
"12/6/17","Xavier","400988516"
"12/9/17","Wright State","400990162"
"12/18/17","Northeastern","400990173"
"12/21/17","Oregon State","400988283"
"12/28/17","Albany","400989997"
"1/2/18","Northern Illinois","400990197"
"1/6/18","Central Michigan","400990202"
"1/9/18","Miami OH","400990209"
"1/12/18","Ohio","400990210"
"1/16/18","Western Michigan","400990219"
"1/20/18","Toledo","400990225"
"1/23/18","Ball State","400990231"
"1/27/18","Central Michigan","400990235"
"1/30/18","Buffalo","400990242"
"2/3/18","Bowling Green","400990247"
"2/6/18","Eastern Michigan","400990253"
"2/9/18","Ball State","400990255"
"2/13/18","Buffalo","400990261"
"2/17/18","Akron","400990269"
"2/20/18","Ohio","400990271"
"2/24/18","Bowling Green","400990279"
"2/27/18","Miami OH","400990338"
"3/2/18","Akron","400990291"
"3/5/18","Northern Illinois","401020532"
"3/8/18","Ball State","401020523"
"3/9/18","Buffalo","401020527"
