"date","opponent","game_id"
"11/10/17","Piedmont International","400990354"
"11/14/17","Lamar","400988896"
"11/17/17","UT San Antonio","400990369"
"11/18/17","Vermont","401001057"
"11/19/17","Iona","401001172"
"11/22/17","St. Andrews","400990374"
"11/29/17","Wofford","400988692"
"12/2/17","Lamar","400988952"
"12/6/17","Hampton","400990394"
"12/9/17","South Carolina","400987232"
"12/16/17","Montreat College","401000240"
"12/18/17","Wake Forest","400986150"
"12/22/17","Charleston","400990420"
"12/29/17","UT Arlington","400990423"
"12/31/17","Texas State","400990430"
"1/4/18","UL Monroe","400990436"
"1/6/18","Louisiana","400990444"
"1/11/18","Georgia Southern","400990447"
"1/13/18","Georgia State","400990451"
"1/18/18","South Alabama","400990456"
"1/20/18","Troy","400990464"
"1/25/18","Arkansas State","400990466"
"1/27/18","Little Rock","400990473"
"2/1/18","Texas State","400990478"
"2/3/18","UT Arlington","400990480"
"2/10/18","Appalachian State","400990488"
"2/15/18","Troy","400990494"
"2/17/18","South Alabama","400990499"
"2/22/18","Little Rock","400990503"
"2/24/18","Arkansas State","400990512"
"3/3/18","Appalachian State","400990519"
"3/7/18","Texas State","401020115"
