"date","opponent","game_id"
"11/10/17","Arkansas","400987155"
"11/13/17","Alabama A&M","400988654"
"11/16/17","LSU","400987172"
"11/19/17","Loyola Chi","400988668"
"11/21/17","Valparaiso","400988674"
"11/24/17","SE Louisiana","400988680"
"11/26/17","Mississippi Valley State","400988688"
"12/3/17","Jacksonville State","400988700"
"12/5/17","Memphis","400987993"
"12/9/17","Clemson","400986316"
"12/15/17","Thomas GA","400988719"
"12/18/17","Asbury","400988726"
"12/21/17","Kennesaw State","400988732"
"12/30/17","Chattanooga","400988741"
"1/4/18","East Tennessee State","400988746"
"1/6/18","Western Carolina","400988751"
"1/11/18","The Citadel","400988755"
"1/13/18","Mercer","400988759"
"1/18/18","Wofford","400988767"
"1/20/18","Furman","400988770"
"1/24/18","Chattanooga","400988773"
"1/27/18","UNC Greensboro","400988781"
"1/29/18","VMI","400988785"
"2/1/18","East Tennessee State","400988789"
"2/3/18","Western Carolina","400988791"
"2/7/18","Wofford","400988796"
"2/10/18","The Citadel","400988803"
"2/12/18","Mercer","400988805"
"2/17/18","Furman","400988813"
"2/23/18","VMI","400988823"
"2/25/18","UNC Greensboro","400988826"
"3/2/18","Chattanooga","401020590"
