"date","opponent","game_id"
"11/10/17","Tennessee State","400989174"
"11/14/17","Kentucky","400987167"
"11/17/17","South Dakota State","400989175"
"11/21/17","Texas Southern","400989176"
"11/24/17","Oakland","400989177"
"11/28/17","Toledo","400989178"
"12/2/17","Syracuse","400986115"
"12/6/17","Washington","400988249"
"12/10/17","Arizona State","400988262"
"12/16/17","Nebraska","400986439"
"12/18/17","Omaha","400989179"
"12/21/17","Stanford","400988284"
"12/29/17","Texas","400989180"
"1/2/18","Texas Tech","400989181"
"1/6/18","TCU","400989182"
"1/9/18","Iowa State","400989161"
"1/13/18","Kansas State","400989183"
"1/15/18","West Virginia","400989184"
"1/20/18","Baylor","400989139"
"1/23/18","Oklahoma","400989185"
"1/27/18","Texas A&M","400987334"
"1/29/18","Kansas State","400989186"
"2/3/18","Oklahoma State","400989187"
"2/6/18","TCU","400989188"
"2/10/18","Baylor","400989144"
"2/13/18","Iowa State","400989168"
"2/17/18","West Virginia","400989189"
"2/19/18","Oklahoma","400989190"
"2/24/18","Texas Tech","400989191"
"2/26/18","Texas","400989192"
"3/3/18","Oklahoma State","400989193"
"3/8/18","Oklahoma State","401020057"
"3/9/18","Kansas State","401020060"
"3/10/18","West Virginia","401020062"
"3/15/18","Pennsylvania","401025823"
"3/17/18","Seton Hall","401025871"
"3/23/18","Clemson","401025880"
"3/25/18","Duke","401025882"
"3/31/18","Villanova","401025886"
