"date","opponent","game_id"
"11/10/17","Indiana","400986322"
"11/16/17","Auburn","400987173"
"11/17/17","Old Dominion","400999661"
"11/19/17","Ohio","400999664"
"11/22/17","Missouri-St. Louis","400989614"
"11/25/17","Ball State","400989620"
"11/29/17","Air Force","400989631"
"12/6/17","North Texas","400989641"
"12/9/17","Indianapolis","400989646"
"12/12/17","Green Bay","400989652"
"12/16/17","Western Kentucky","400989656"
"12/22/17","Elon","400989668"
"12/28/17","Valparaiso","400989672"
"12/31/17","Illinois State","400989675"
"1/3/18","Loyola Chi","400989679"
"1/6/18","Drake","400989684"
"1/10/18","Northern Iowa","400989692"
"1/14/18","Missouri State","400989698"
"1/17/18","Evansville","400989700"
"1/20/18","Illinois State","400989705"
"1/24/18","Southern Illinois","400989711"
"1/28/18","Bradley","400989717"
"1/31/18","Valparaiso","400989721"
"2/3/18","Northern Iowa","400989727"
"2/6/18","Missouri State","400989729"
"2/10/18","Loyola Chi","400989734"
"2/14/18","Drake","400989740"
"2/17/18","Southern Illinois","400989745"
"2/21/18","Evansville","400989750"
"2/24/18","Bradley","400989755"
"3/2/18","Illinois State","401020141"
