"date","opponent","game_id"
"11/10/17","Michigan State","400986324"
"11/11/17","Michigan","400986333"
"11/13/17","VCU","400989918"
"11/16/17","Florida","400987174"
"11/18/17","Mt. St. Mary's","400990716"
"11/19/17","Wofford","400988667"
"11/21/17","Edward Waters","400991932"
"11/25/17","Miami","400986701"
"11/29/17","Eastern Michigan","400990140"
"12/2/17","Trinity Baptist","400991933"
"12/11/17","Florida A&M","400991934"
"12/13/17","Florida Intl","400991935"
"12/16/17","Missouri","400987245"
"12/19/17","Ball State","400990174"
"12/22/17","LSU","400987267"
"12/30/17","Mississippi State","400987278"
"1/2/18","Florida National","400991936"
"1/6/18","Jacksonville","400991885"
"1/11/18","Lipscomb","400991914"
"1/13/18","Kennesaw State","400991901"
"1/18/18","NJIT","400991928"
"1/20/18","South Carolina Upstate","400991937"
"1/24/18","Florida Gulf Coast","400991865"
"1/27/18","Stetson","400991938"
"1/29/18","Florida Gulf Coast","400991867"
"2/3/18","Stetson","400991939"
"2/8/18","Kennesaw State","400991907"
"2/10/18","Lipscomb","400991920"
"2/15/18","South Carolina Upstate","400991940"
"2/17/18","NJIT","400991930"
"2/22/18","Jacksonville","400991896"
"2/26/18","NJIT","401020701"
"3/1/18","Florida Gulf Coast","401020703"
