"date","opponent","game_id"
"11/10/17","Kansas State","400989194"
"11/15/17","West Virginia","400989275"
"11/18/17","Wagner","400990719"
"11/21/17","New Hampshire","400991545"
"11/25/17","VMI","400988685"
"11/29/17","St. Francis PA","400990743"
"12/2/17","Maryland-Eastern Shore","400991958"
"12/6/17","Western Illinois","400989332"
"12/9/17","Howard","400991959"
"12/18/17","Mt. St. Mary's","400990771"
"12/21/17","Marquette","400988540"
"12/29/17","Bucknell","400991960"
"1/2/18","Colgate","400991961"
"1/5/18","Navy","400991962"
"1/8/18","Army","400991963"
"1/11/18","Loyola MD","400991964"
"1/14/18","Lehigh","400991965"
"1/17/18","Boston University","400991966"
"1/20/18","Lafayette","400991967"
"1/22/18","Holy Cross","400991968"
"1/27/18","Colgate","400991969"
"1/31/18","Navy","400991970"
"2/3/18","Army","400991971"
"2/7/18","Loyola MD","400991972"
"2/10/18","Lehigh","400991973"
"2/14/18","Boston University","400991974"
"2/17/18","Lafayette","400991975"
"2/21/18","Holy Cross","400991976"
"2/24/18","Bucknell","400991977"
"2/27/18","Lafayette","401021352"
