"date","opponent","game_id"
"11/11/17","Longwood","400988886"
"11/15/17","St. Edward's","400988897"
"11/16/17","Le Tourneau","400988900"
"11/18/17","Howard Payne","400988907"
"11/22/17","Mississippi State","400987191"
"11/26/17","Florida A&M","400988931"
"11/28/17","North Dakota State","400988939"
"12/2/17","UL Monroe","400988948"
"12/6/17","Louisiana Tech","400988959"
"12/9/17","Rice","400988961"
"12/16/17","LSU","400987248"
"12/19/17","Missouri","400987254"
"12/21/17","Arlington Baptist","400988990"
"12/28/17","SE Louisiana","400988997"
"1/3/18","Nicholls","400989009"
"1/6/18","Northwestern State","400989012"
"1/10/18","New Orleans","400989020"
"1/13/18","Incarnate Word","400989027"
"1/17/18","Abilene Christian","400989032"
"1/24/18","Central Arkansas","400989044"
"1/27/18","Sam Houston State","400989050"
"1/31/18","Houston Baptist","400989056"
"2/3/18","Lamar","400989061"
"2/8/18","McNeese","400989069"
"2/10/18","Northwestern State","400989072"
"2/14/18","Texas A&M-CC","400989078"
"2/17/18","Incarnate Word","400989083"
"2/21/18","Central Arkansas","400989091"
"2/24/18","Lamar","400989098"
"2/28/18","Abilene Christian","400989101"
"3/3/18","Sam Houston State","400989111"
"3/8/18","Central Arkansas","401020162"
"3/9/18","Nicholls","401020164"
"3/10/18","SE Louisiana","401020165"
"3/15/18","Texas Tech","401025833"
