"date","opponent","game_id"
"11/10/17","South Florida","400987930"
"11/16/17","Edward Waters","400992547"
"11/20/17","Towson","400991501"
"11/21/17","Northern Illinois","401001788"
"11/22/17","Missouri State","401001953"
"11/28/17","Ave Maria","400992558"
"12/2/17","Bethune-Cookman","400992562"
"12/5/17","Florida Gulf Coast","400991856"
"12/10/17","Webber Int.","400992565"
"12/16/17","Arkansas State","400990407"
"12/19/17","Texas Tech","400989272"
"12/23/17","Minnesota","400986462"
"12/30/17","Florida Intl","400992585"
"1/4/18","UAB","400992586"
"1/6/18","Middle Tennessee","400992594"
"1/11/18","UTEP","400992599"
"1/13/18","UT San Antonio","400992610"
"1/18/18","Charlotte","400992612"
"1/20/18","Old Dominion","400992618"
"1/25/18","North Texas","400992628"
"1/27/18","Rice","400992629"
"2/1/18","Louisiana Tech","400992636"
"2/3/18","Southern Miss","400992642"
"2/8/18","Western Kentucky","400992652"
"2/10/18","Marshall","400992658"
"2/17/18","Florida Intl","400992668"
"2/22/18","Rice","400992675"
"2/24/18","North Texas","400992680"
"3/1/18","Old Dominion","400992691"
"3/3/18","Charlotte","400992695"
"3/7/18","UAB","401020709"
