"date","opponent","game_id"
"11/11/17","Cleveland State","400990111"
"11/18/17","Tenn-Martin","400990125"
"11/25/17","Dayton","400989813"
"11/28/17","Chattanooga","400988690"
"12/2/17","Marshall","400990149"
"12/6/17","Fort Wayne","400989330"
"12/9/17","Appalachian State","400990160"
"12/16/17","Mississippi Valley State","400990168"
"12/22/17","USC","400988407"
"12/23/17","Princeton","400999695"
"12/25/17","Davidson","400999698"
"12/29/17","Concord College","400990187"
"1/2/18","Western Michigan","400990195"
"1/5/18","Toledo","400990198"
"1/9/18","Buffalo","400990204"
"1/13/18","Bowling Green","400990211"
"1/16/18","Eastern Michigan","400990215"
"1/20/18","Northern Illinois","400990223"
"1/23/18","Ohio","400990227"
"1/27/18","Ball State","400990234"
"1/30/18","Miami OH","400990243"
"2/3/18","Toledo","400990244"
"2/6/18","Ohio","400990249"
"2/10/18","Central Michigan","400990258"
"2/13/18","Ball State","400990264"
"2/17/18","Kent State","400990269"
"2/20/18","Bowling Green","400990270"
"2/24/18","Miami OH","400990292"
"2/27/18","Buffalo","400990281"
"3/2/18","Kent State","400990291"
"3/5/18","Western Michigan","401020531"
"3/8/18","Eastern Michigan","401020526"
