"date","opponent","game_id"
"11/12/17","UC Irvine","400989291"
"11/14/17","Colorado","400988206"
"11/16/17","Johnson & Wales CO","400989297"
"11/24/17","Florida Gulf Coast","400989308"
"11/25/17","St. Francis BKN","400989309"
"11/26/17","Navy","400989312"
"11/29/17","Wyoming","400989318"
"12/2/17","Air Force","400989322"
"12/5/17","San Jose State","400989327"
"12/9/17","South Carolina Upstate","400989338"
"12/13/17","Northern Colorado","400989345"
"12/15/17","Stanford","400988267"
"12/18/17","Montana State","400989351"
"12/28/17","Mesa College","400989361"
"12/30/17","South Dakota","400989365"
"1/6/18","Fort Wayne","400989373"
"1/11/18","North Dakota State","400989378"
"1/13/18","South Dakota State","400989380"
"1/18/18","Omaha","400989387"
"1/20/18","Oral Roberts","400989391"
"1/25/18","Western Illinois","400989395"
"1/27/18","South Dakota","400989399"
"2/3/18","Fort Wayne","400989404"
"2/8/18","South Dakota State","400989410"
"2/10/18","North Dakota State","400989411"
"2/14/18","Omaha","400989417"
"2/18/18","Oral Roberts","400989421"
"2/24/18","Western Illinois","400989428"
"3/4/18","Oral Roberts","401020624"
"3/5/18","South Dakota","401020626"
