"date","opponent","game_id"
"11/10/17","UCLA","400986023"
"11/19/17","Bethune-Cookman","400986073"
"11/22/17","UT Rio Grande Valley","400986084"
"11/24/17","North Texas","400986092"
"11/28/17","Northwestern","400986098"
"12/1/17","Grambling","400986112"
"12/3/17","Tennessee","400986119"
"12/6/17","Wofford","400986628"
"12/17/17","Florida A&M","400986629"
"12/19/17","Georgia","400986153"
"12/22/17","Wright State","400986630"
"12/27/17","Coppin State","400986168"
"12/30/17","Notre Dame","400986175"
"1/3/18","Miami","400986183"
"1/6/18","Yale","400986189"
"1/10/18","Notre Dame","400986194"
"1/13/18","Pittsburgh","400986199"
"1/18/18","Virginia","400986210"
"1/20/18","North Carolina","400986212"
"1/24/18","Florida State","400986221"
"1/28/18","Clemson","400986230"
"1/31/18","Syracuse","400986631"
"2/4/18","Boston College","400986243"
"2/8/18","Louisville","400986250"
"2/11/18","Duke","400986257"
"2/14/18","Wake Forest","400986262"
"2/17/18","Virginia Tech","400986265"
"2/21/18","Virginia","400986272"
"2/24/18","Clemson","400986319"
"3/1/18","NC State","400986306"
"3/3/18","Wake Forest","400986289"
"3/6/18","Boston College","401019985"
