"date","opponent","game_id"
"11/10/17","Methodist","400992540"
"11/13/17","Oklahoma State","400989227"
"11/18/17","Charleston","400990568"
"11/20/17","Presbyterian","400992369"
"11/24/17","High Point","400992327"
"11/28/17","Davidson","400989780"
"12/2/17","James Madison","400991468"
"12/5/17","Wake Forest","400986638"
"12/10/17","Chattanooga","400988713"
"12/18/17","East Carolina","400988017"
"12/21/17","South Florida","400988031"
"12/30/17","Old Dominion","400992583"
"1/4/18","North Texas","400992591"
"1/6/18","Rice","400992592"
"1/11/18","Marshall","400992602"
"1/13/18","Western Kentucky","400992609"
"1/18/18","Florida Atlantic","400992612"
"1/20/18","Florida Intl","400992621"
"1/27/18","Old Dominion","400992633"
"2/1/18","UAB","400992640"
"2/3/18","Middle Tennessee","400992648"
"2/8/18","Louisiana Tech","400992649"
"2/10/18","Southern Miss","400992655"
"2/15/18","UTEP","400992666"
"2/17/18","UT San Antonio","400992674"
"2/22/18","Western Kentucky","400992678"
"2/24/18","Marshall","400992685"
"3/1/18","Florida Intl","400992690"
"3/3/18","Florida Atlantic","400992695"
