"date","opponent","game_id"
"11/10/17","Oregon State","400988191"
"11/12/17","Boise State","400991228"
"11/16/17","San Jose State","400991235"
"11/21/17","Benedictine AZ","400991241"
"11/25/17","UNLV","400991245"
"11/29/17","Pepperdine","400986957"
"12/2/17","San Diego Christian","400991251"
"12/6/17","Long Beach State","400991255"
"12/9/17","Michigan State","400986423"
"12/16/17","Central Michigan","400990171"
"12/19/17","Iowa","400986446"
"12/28/17","Montana State","400991266"
"12/30/17","Montana","400991272"
"1/4/18","Idaho State","400991281"
"1/6/18","Weber State","400991286"
"1/13/18","Northern Arizona","400991296"
"1/18/18","Idaho","400991301"
"1/20/18","Eastern Washington","400991305"
"1/25/18","Montana","400991309"
"1/27/18","Montana State","400991312"
"2/1/18","Weber State","400991322"
"2/3/18","Idaho State","400991329"
"2/10/18","Northern Arizona","400991337"
"2/15/18","North Dakota","400991344"
"2/17/18","Northern Colorado","400991349"
"2/22/18","Portland St","400991355"
"2/24/18","Sacramento State","400991361"
"3/1/18","Eastern Washington","400991365"
"3/3/18","Idaho","400991370"
"3/6/18","Idaho State","401020740"
"3/8/18","Idaho","401020736"
"3/9/18","Eastern Washington","401020733"
