"date","opponent","game_id"
"11/10/17","Siena","400991053"
"11/13/17","Wichita State","400987940"
"11/18/17","Charlotte","400990568"
"11/22/17","Cal Poly","400990569"
"11/23/17","Sam Houston State","401002121"
"11/25/17","Alaska Anchorage","401002184"
"11/30/17","Western Carolina","400988695"
"12/4/17","High Point","400990570"
"12/10/17","North Greenville","400990571"
"12/16/17","Rhode Island","400990092"
"12/19/17","South Carolina State","400990572"
"12/22/17","Coastal Carolina","400990420"
"12/30/17","Towson","400990573"
"1/2/18","Delaware","400990574"
"1/5/18","Drexel","400990575"
"1/7/18","Towson","400990576"
"1/11/18","Northeastern","400990577"
"1/13/18","Elon","400990578"
"1/18/18","UNC Wilmington","400990579"
"1/20/18","Hofstra","400990580"
"1/25/18","Delaware","400990581"
"1/27/18","James Madison","400990582"
"2/1/18","Northeastern","400990583"
"2/3/18","Hofstra","400990584"
"2/8/18","William & Mary","400990585"
"2/10/18","Drexel","400991386"
"2/15/18","James Madison","400991387"
"2/17/18","UNC Wilmington","400991388"
"2/22/18","Elon","400991389"
"2/24/18","William & Mary","400991390"
"3/4/18","Drexel","401020168"
"3/5/18","William & Mary","401020172"
"3/6/18","Northeastern","401020174"
"3/16/18","Auburn","401025852"
