"date","opponent","game_id"
"11/10/17","Wright State","400989552"
"11/12/17","Eureka","400989557"
"11/16/17","UMKC","400989606"
"11/19/17","Samford","400988668"
"11/21/17","Mississippi Valley State","400989612"
"11/24/17","UNC Wilmington","400989617"
"11/25/17","Kent State","400989624"
"11/28/17","Boise State","400989626"
"12/2/17","UIC","400989638"
"12/6/17","Florida","400987227"
"12/9/17","Norfolk State","400989647"
"12/16/17","Milwaukee","400989657"
"12/22/17","Missouri State","400989666"
"12/30/17","Evansville","400989674"
"1/3/18","Indiana State","400989679"
"1/7/18","Northern Iowa","400989688"
"1/10/18","Illinois State","400989690"
"1/13/18","Bradley","400989697"
"1/17/18","Southern Illinois","400989702"
"1/21/18","Valparaiso","400989708"
"1/24/18","Drake","400989713"
"1/28/18","Northern Iowa","400989718"
"1/31/18","Bradley","400989722"
"2/3/18","Missouri State","400989725"
"2/7/18","Drake","400989730"
"2/10/18","Indiana State","400989734"
"2/14/18","Valparaiso","400989743"
"2/18/18","Evansville","400989747"
"2/21/18","Southern Illinois","400989753"
"2/24/18","Illinois State","400989754"
"3/2/18","Northern Iowa","401020134"
"3/3/18","Bradley","401020142"
"3/4/18","Illinois State","401020146"
"3/15/18","Miami","401025815"
"3/17/18","Tennessee","401025857"
"3/22/18","Nevada","401025876"
"3/24/18","Kansas State","401025884"
"3/31/18","Michigan","401025887"
