"date","opponent","game_id"
"11/10/17","Avila","400989283"
"11/13/17","Tulsa","400987939"
"11/16/17","Oklahoma State","400989228"
"11/20/17","Montana","400989303"
"11/21/17","Pepperdine","400999771"
"11/24/17","Penn State","400986389"
"11/27/17","Oakland","400989314"
"11/29/17","Kansas State","400989198"
"12/2/17","Little Rock","400989323"
"12/5/17","UNLV","400989328"
"12/8/17","Southern Nazarene","400989334"
"12/10/17","Missouri State","400989341"
"12/16/17","Florida Gulf Coast","400989348"
"12/19/17","Arkansas","400987257"
"12/21/17","Minnesota","400986456"
"12/30/17","Omaha","400989366"
"1/4/18","Fort Wayne","400989371"
"1/6/18","Western Illinois","400989375"
"1/11/18","South Dakota State","400989379"
"1/13/18","North Dakota State","400989381"
"1/17/18","South Dakota","400989386"
"1/20/18","Denver","400989391"
"1/23/18","East Texas Bapt","400989392"
"1/27/18","Nebraska Christian","400993508"
"2/1/18","Fort Wayne","400989401"
"2/3/18","Western Illinois","400989406"
"2/8/18","North Dakota State","400989409"
"2/10/18","South Dakota State","400989413"
"2/14/18","South Dakota","400989416"
"2/18/18","Denver","400989421"
"2/22/18","Omaha","400989425"
"3/4/18","Denver","401020624"
