"date","opponent","game_id"
"11/10/17","Georgia Tech","400986023"
"11/15/17","Central Arkansas","400988209"
"11/17/17","South Carolina State","400988216"
"11/20/17","Creighton","400988222"
"11/21/17","Wisconsin","401000132"
"11/26/17","UC Irvine","400988231"
"11/29/17","CSU Bakersfield","400988237"
"12/3/17","Detroit Mercy","400988246"
"12/6/17","Montana","400988253"
"12/9/17","Michigan","400986417"
"12/16/17","Cincinnati","400988012"
"12/19/17","South Dakota","400988276"
"12/23/17","Kentucky","400987273"
"12/29/17","Washington State","400988291"
"12/31/17","Washington","400988295"
"1/4/18","Stanford","400988300"
"1/6/18","California","400988305"
"1/11/18","Utah","400988313"
"1/13/18","Colorado","400988318"
"1/18/18","Oregon State","400988325"
"1/20/18","Oregon","400988329"
"1/25/18","California","400988335"
"1/27/18","Stanford","400988339"
"2/3/18","USC","400988347"
"2/8/18","Arizona","400988355"
"2/10/18","Arizona State","400988358"
"2/15/18","Oregon State","400988368"
"2/17/18","Oregon","400988371"
"2/22/18","Utah","400988377"
"2/25/18","Colorado","400988385"
"3/3/18","USC","400988395"
"3/8/18","Stanford","401020048"
"3/9/18","Arizona","401020051"
"3/13/18","St. Bonaventure","401025841"
