"date","opponent","game_id"
"11/11/17","DePaul","400986049"
"11/13/17","Mt. St. Mary's","400986052"
"11/16/17","Chicago State","400986063"
"11/20/17","Chaminade","400986074"
"11/21/17","LSU","401000095"
"11/22/17","Wichita State","401000099"
"11/30/17","Michigan State","400986109"
"12/3/17","St. Francis BKN","400986120"
"12/5/17","Ball State","400986125"
"12/9/17","Delaware","400986695"
"12/16/17","Indiana","400986146"
"12/19/17","Dartmouth","400986152"
"12/21/17","SE Louisiana","400986696"
"12/30/17","Georgia Tech","400986175"
"1/3/18","NC State","400986182"
"1/6/18","Syracuse","400986187"
"1/10/18","Georgia Tech","400986194"
"1/13/18","North Carolina","400986202"
"1/16/18","Louisville","400986207"
"1/20/18","Clemson","400986213"
"1/27/18","Virginia Tech","400986228"
"1/29/18","Duke","400986231"
"2/3/18","NC State","400986237"
"2/6/18","Boston College","400986245"
"2/10/18","Florida State","400986254"
"2/12/18","North Carolina","400986258"
"2/17/18","Boston College","400986266"
"2/19/18","Miami","400986270"
"2/24/18","Wake Forest","400986279"
"2/28/18","Pittsburgh","400986694"
"3/3/18","Virginia","400986292"
"3/6/18","Pittsburgh","401019986"
"3/7/18","Virginia Tech","401019990"
"3/8/18","Duke","401019994"
"3/13/18","Hampton","401022791"
"3/17/18","Penn State","401022802"
