"date","opponent","game_id"
"11/10/17","Evansville","400989549"
"11/13/17","Abilene Christian","400988890"
"11/16/17","Eastern Michigan","400990118"
"11/20/17","Howard","400990373"
"11/22/17","Indiana","400986379"
"11/24/17","South Florida","400987965"
"11/29/17","Cleveland State","400990385"
"12/5/17","Tenn-Martin","400990392"
"12/9/17","Henderson State","400990399"
"12/13/17","Omaha","400989344"
"12/16/17","Florida Atlantic","400990407"
"12/19/17","Wichita State","400988023"
"12/22/17","Culver-Stockton","400990421"
"12/29/17","UL Monroe","400990426"
"12/31/17","Louisiana","400990432"
"1/4/18","Georgia Southern","400990435"
"1/6/18","Georgia State","400990558"
"1/11/18","Texas State","400990449"
"1/13/18","UT Arlington","400990454"
"1/20/18","Little Rock","400990463"
"1/25/18","Coastal Carolina","400990466"
"1/27/18","Appalachian State","400990472"
"2/1/18","Georgia State","400990477"
"2/3/18","Georgia Southern","400990483"
"2/8/18","Troy","400990487"
"2/10/18","South Alabama","400990489"
"2/17/18","Little Rock","400990500"
"2/22/18","Appalachian State","400990506"
"2/24/18","Coastal Carolina","400990512"
"3/1/18","Louisiana","400990516"
"3/3/18","UL Monroe","400990522"
"3/7/18","UL Monroe","401020120"
