"date","opponent","game_id"
"11/10/17","South Carolina","400987148"
"11/12/17","Wash & Lee","400988650"
"11/16/17","California","400988210"
"11/18/17","Bob Jones","400988664"
"11/19/17","North Florida","400988667"
"11/22/17","Texas Tech","400988677"
"11/26/17","UNC Asheville","400988686"
"11/29/17","Coastal Carolina","400988692"
"12/6/17","Georgia Tech","400986628"
"12/9/17","Johnson & Wales NC","400988712"
"12/17/17","High Point","400988721"
"12/20/17","North Carolina","400986157"
"12/30/17","UNC Greensboro","400988740"
"1/4/18","VMI","400988743"
"1/6/18","The Citadel","400988750"
"1/10/18","Harvard","400988754"
"1/13/18","Furman","400988761"
"1/18/18","Samford","400988767"
"1/20/18","Chattanooga","400988772"
"1/24/18","VMI","400988774"
"1/27/18","East Tennessee State","400988780"
"1/29/18","Western Carolina","400988784"
"2/1/18","The Citadel","400988787"
"2/3/18","Mercer","400988794"
"2/7/18","Samford","400988796"
"2/10/18","Furman","400988801"
"2/15/18","Western Carolina","400988806"
"2/17/18","Chattanooga","400988810"
"2/20/18","UNC Greensboro","400988815"
"2/23/18","East Tennessee State","400988820"
"2/25/18","Mercer","400988828"
"3/3/18","Mercer","401020592"
"3/4/18","UNC Greensboro","401020595"
"3/16/18","Central Michigan","401026553"
