"date","opponent","game_id"
"11/10/17","Colorado","400988188"
"11/13/17","UC Davis","400991229"
"11/17/17","Pepperdine","400986954"
"11/21/17","Northern New Mexico","400991240"
"11/24/17","Youngstown State","400991243"
"11/25/17","South Dakota","400989310"
"11/26/17","Southern Miss","400992553"
"11/29/17","UC Davis","400991247"
"12/3/17","Western State Colorado University","400991253"
"12/10/17","Panhandle State","400991257"
"12/13/17","Denver","400989345"
"12/19/17","Wyoming","400991262"
"12/22/17","UNLV","400991265"
"12/29/17","Eastern Washington","400991269"
"12/31/17","Idaho","400991275"
"1/4/18","Montana State","400991276"
"1/6/18","Montana","400991283"
"1/11/18","Weber State","400991291"
"1/13/18","Idaho State","400991295"
"1/20/18","North Dakota","400991303"
"1/25/18","Idaho","400991310"
"1/27/18","Eastern Washington","400991315"
"2/1/18","Montana","400991320"
"2/3/18","Montana State","400991325"
"2/8/18","Idaho State","400991333"
"2/10/18","Weber State","400991336"
"2/15/18","Northern Arizona","400991345"
"2/17/18","Southern Utah","400991349"
"2/24/18","North Dakota","400991359"
"3/1/18","Portland St","400991367"
"3/3/18","Sacramento State","400991373"
"3/6/18","Northern Arizona","401020739"
"3/8/18","Weber State","401020735"
"3/9/18","Montana","401020732"
"3/18/18","Drake","401026555"
"3/21/18","San Diego","401026939"
"3/28/18","Sam Houston State","401027993"
"3/30/18","UIC","401028510"
