"date","opponent","game_id"
"11/10/17","Centenary","400988879"
"11/13/17","Tulane","400987938"
"11/16/17","UL Monroe","400988902"
"11/19/17","Valparaiso","400988912"
"11/21/17","Kent State","400988917"
"11/24/17","Samford","400988680"
"11/25/17","Mississippi Valley State","400988928"
"11/28/17","Loyola New Orleans","400988938"
"12/12/17","UCF","400988006"
"12/14/17","Southern-New Orleans","400988968"
"12/16/17","Grambling","400988975"
"12/19/17","Louisiana","400988986"
"12/21/17","Notre Dame","400986696"
"12/28/17","Stephen F. Austin","400988997"
"12/31/17","Central Arkansas","400989006"
"1/6/18","Abilene Christian","400989015"
"1/10/18","Lamar","400989022"
"1/13/18","McNeese","400989026"
"1/17/18","Houston Baptist","400989034"
"1/20/18","Northwestern State","400989039"
"1/24/18","Sam Houston State","400989042"
"1/27/18","Nicholls","400989052"
"1/31/18","Texas A&M-CC","400989057"
"2/3/18","Central Arkansas","400989062"
"2/7/18","Incarnate Word","400989068"
"2/10/18","McNeese","400989070"
"2/14/18","New Orleans","400989077"
"2/17/18","Abilene Christian","400989086"
"2/24/18","Northwestern State","400989095"
"2/28/18","New Orleans","400989104"
"3/3/18","Nicholls","400989109"
"3/9/18","Sam Houston State","401020163"
"3/10/18","Stephen F. Austin","401020165"
"3/13/18","Saint Mary's","401022726"
