"date","opponent","game_id"
"11/10/17","Troy","400990355"
"11/12/17","Hawai'i","400992404"
"11/13/17","Arkansas-Pine Bluff","400992405"
"11/19/17","Nebraska","400986368"
"11/21/17","Northland College","400992406"
"11/25/17","Utah Valley","400990605"
"11/28/17","Presentation College","400992407"
"12/5/17","Creighton","400988513"
"12/9/17","North Dakota State","400989335"
"12/12/17","South Dakota State","400989343"
"12/16/17","Gonzaga","400986884"
"12/29/17","Idaho","400991268"
"12/31/17","Eastern Washington","400991274"
"1/4/18","Montana","400991277"
"1/6/18","Montana State","400991282"
"1/11/18","Idaho State","400991290"
"1/13/18","Weber State","400991294"
"1/16/18","North Dakota State","400989384"
"1/20/18","Northern Colorado","400991303"
"1/25/18","Eastern Washington","400991311"
"1/27/18","Idaho","400991314"
"2/1/18","Montana State","400991318"
"2/3/18","Montana","400991324"
"2/8/18","Weber State","400991332"
"2/10/18","Idaho State","400991335"
"2/15/18","Southern Utah","400991344"
"2/17/18","Northern Arizona","400991348"
"2/24/18","Northern Colorado","400991359"
"3/1/18","Sacramento State","400991366"
"3/3/18","Portland St","400991372"
"3/6/18","Montana State","401020738"
"3/8/18","Montana","401020734"
