"date","opponent","game_id"
"11/10/17","La Verne","400987063"
"11/15/17","Nevada","400987064"
"11/18/17","Cal Poly","400987065"
"11/22/17","Idaho","400987086"
"11/23/17","Alaska Anchorage","401002122"
"11/25/17","Sam Houston State","401002183"
"11/30/17","Northern Arizona","400987087"
"12/2/17","Arkansas-Pine Bluff","400987088"
"12/9/17","Portland St","400987089"
"12/14/17","USC","400987090"
"12/18/17","Valparaiso","400987091"
"12/21/17","San Jose State","400987092"
"12/28/17","Pepperdine","400986963"
"12/30/17","Gonzaga","400986888"
"1/4/18","Loyola Marymount","400986915"
"1/6/18","Portland","400986984"
"1/11/18","Saint Mary's","400987094"
"1/13/18","BYU","400986864"
"1/18/18","San Francisco","400987060"
"1/20/18","Gonzaga","400986894"
"1/25/18","San Diego","400987004"
"1/27/18","Pepperdine","400986968"
"2/1/18","Pacific","400986946"
"2/3/18","San Francisco","400987062"
"2/8/18","BYU","400986871"
"2/10/18","San Diego","400987006"
"2/15/18","Portland","400986988"
"2/17/18","Pacific","400986950"
"2/22/18","Loyola Marymount","400986925"
"2/24/18","Saint Mary's","400987093"
"3/2/18","Pepperdine","401020609"
