"date","opponent","game_id"
"11/10/17","Tennessee Wesleyan","400990873"
"11/13/17","Richmond","400989976"
"11/15/17","Buffalo","400990117"
"11/20/17","Savannah State","400990894"
"11/21/17","Chattanooga","401001892"
"11/26/17","Mississippi State","400987200"
"11/30/17","Alabama State","400990913"
"12/3/17","Samford","400988700"
"12/8/17","UL Monroe","400990397"
"12/9/17","UL Monroe","401003535"
"12/12/17","Oregon State","400988264"
"12/16/17","South Carolina Upstate","400990933"
"12/18/17","Howard","400990935"
"12/21/17","Chattanooga","400988730"
"12/28/17","Eastern Kentucky","400990947"
"12/30/17","Morehead State","400990951"
"1/4/18","Tennessee State","400990960"
"1/6/18","Belmont","400990963"
"1/11/18","Murray State","400990971"
"1/13/18","Austin Peay","400990975"
"1/18/18","Morehead State","400990981"
"1/20/18","Eastern Kentucky","400990988"
"1/25/18","Tenn-Martin","400990995"
"1/27/18","Southeast Missouri State","400991002"
"2/1/18","Eastern Illinois","400991006"
"2/3/18","SIU-Edwardsville","400991014"
"2/8/18","Tennessee Tech","400991020"
"2/10/18","Tennessee State","400991025"
"2/15/18","Murray State","400991031"
"2/17/18","Austin Peay","400991034"
"2/22/18","Belmont","400991041"
"2/24/18","Tennessee Tech","400991051"
"3/1/18","Tennessee Tech","401020107"
"3/2/18","Murray State","401020109"
"3/14/18","Canisius","401025905"
"3/19/18","Central Arkansas","401026557"
"3/21/18","North Texas","401027111"
