"date","opponent","game_id"
"11/11/17","Saint Joseph's","400989963"
"11/14/17","Ohio Northern","400990114"
"11/18/17","Oakland","400990126"
"11/22/17","Syracuse","400986082"
"11/24/17","Cornell","400990132"
"11/28/17","Kansas","400989178"
"12/2/17","Texas Southern","400990147"
"12/6/17","Detroit Mercy","400990154"
"12/9/17","Marshall","400990161"
"12/16/17","Wright State","400990167"
"12/20/17","Jackson State","400990176"
"12/23/17","Cleveland State","400990183"
"12/29/17","Pennsylvania","400990190"
"1/2/18","Buffalo","400990196"
"1/5/18","Akron","400990198"
"1/9/18","Western Michigan","400990208"
"1/13/18","Central Michigan","400990212"
"1/16/18","Ohio","400990216"
"1/20/18","Kent State","400990225"
"1/23/18","Western Michigan","400990230"
"1/27/18","Bowling Green","400990236"
"1/30/18","Ball State","400990238"
"2/3/18","Akron","400990244"
"2/6/18","Northern Illinois","400990252"
"2/9/18","Miami OH","400990346"
"2/13/18","Ohio","400990262"
"2/17/18","Ball State","400990265"
"2/20/18","Eastern Michigan","400990272"
"2/23/18","Central Michigan","400990280"
"2/27/18","Northern Illinois","400990285"
"3/2/18","Eastern Michigan","400990287"
"3/8/18","Miami OH","401020525"
"3/9/18","Eastern Michigan","401020528"
"3/10/18","Buffalo","401020529"
