"date","opponent","game_id"
"11/10/17","Miami","400986704"
"11/13/17","Florida","400987164"
"11/15/17","UCF","400987943"
"11/18/17","Warren Wilson","400992309"
"11/21/17","Brevard College","400992310"
"11/24/17","Wright State","400992186"
"11/25/17","Fairfield","400991076"
"11/26/17","Jacksonville","400991878"
"12/2/17","South Carolina Upstate","400991946"
"12/6/17","Auburn","400987226"
"12/9/17","Maryland","400986416"
"12/17/17","Hampton","400992311"
"12/20/17","Toccoa Falls","400992312"
"12/30/17","Liberty","400992313"
"1/3/18","Campbell","400992272"
"1/6/18","Longwood","400992314"
"1/9/18","High Point","400992315"
"1/12/18","Radford","400992316"
"1/15/18","Winthrop","400992317"
"1/18/18","Presbyterian","400992318"
"1/21/18","Charleston Southern","400992299"
"1/24/18","UNC Asheville","400992319"
"1/27/18","Longwood","400992320"
"2/1/18","Radford","400992321"
"2/3/18","Charleston Southern","400992303"
"2/7/18","Campbell","400992283"
"2/10/18","Liberty","400992355"
"2/15/18","Winthrop","400992322"
"2/18/18","High Point","400992323"
"2/22/18","Presbyterian","400992324"
"2/24/18","UNC Asheville","400992325"
"3/1/18","Winthrop","401020693"
