"date","opponent","game_id"
"11/10/17","Norfolk State","400987156"
"11/16/17","Indiana State","400987173"
"11/17/17","Temple","400999660"
"11/19/17","Hofstra","400999667"
"11/24/17","Winthrop","400987198"
"11/29/17","Dayton","400987207"
"12/3/17","George Mason","400987218"
"12/6/17","Gardner-Webb","400987226"
"12/9/17","UAB","400987237"
"12/16/17","Middle Tennessee","400987251"
"12/19/17","Murray State","400987258"
"12/23/17","UConn","400987274"
"12/30/17","Cornell","400987280"
"1/2/18","Tennessee","400987286"
"1/6/18","Arkansas","400987296"
"1/9/18","Ole Miss","400987302"
"1/13/18","Mississippi State","400987311"
"1/17/18","Alabama","400987319"
"1/20/18","Georgia","400987322"
"1/24/18","Missouri","400987333"
"1/27/18","LSU","400987342"
"1/30/18","Ole Miss","400987346"
"2/3/18","Vanderbilt","400987358"
"2/7/18","Texas A&M","400987366"
"2/10/18","Georgia","400987372"
"2/14/18","Kentucky","400987379"
"2/17/18","South Carolina","400987381"
"2/21/18","Alabama","400987394"
"2/24/18","Florida","400987399"
"2/27/18","Arkansas","400987403"
"3/3/18","South Carolina","400987413"
"3/9/18","Alabama","401020006"
"3/16/18","Charleston","401025852"
"3/18/18","Clemson","401025872"
