"date","opponent","game_id"
"11/11/17","Nebraska","400986334"
"11/15/17","Western Illinois","400989296"
"11/17/17","IUPUI","400990888"
"11/20/17","San Diego State","400990895"
"11/24/17","Fontbonne","400990903"
"11/27/17","Marquette","400988499"
"12/1/17","Bradley","400989634"
"12/6/17","Green Bay","400990924"
"12/16/17","South Alabama","400990405"
"12/19/17","Western Illinois","400989352"
"12/21/17","St. Francis ILL","400990939"
"12/28/17","Murray State","400990946"
"12/30/17","Austin Peay","400990950"
"1/4/18","Morehead State","400990958"
"1/6/18","Eastern Kentucky","400990964"
"1/11/18","Tennessee State","400990969"
"1/13/18","Belmont","400990978"
"1/18/18","Tenn-Martin","400990983"
"1/20/18","Southeast Missouri State","400990987"
"1/25/18","Belmont","400990993"
"1/27/18","Tennessee State","400991000"
"2/1/18","Jacksonville State","400991006"
"2/3/18","Tennessee Tech","400991012"
"2/8/18","SIU-Edwardsville","400991018"
"2/10/18","Austin Peay","400991022"
"2/15/18","Southeast Missouri State","400991030"
"2/17/18","Tenn-Martin","400991036"
"2/22/18","Murray State","400991042"
"2/24/18","SIU-Edwardsville","400991049"
"2/28/18","Tennessee State","401020106"
"3/1/18","Austin Peay","401020108"
