"date","opponent","game_id"
"11/10/17","VCU","400989917"
"11/16/17","Iowa","400986355"
"11/18/17","South Dakota","400989299"
"11/21/17","Bethune-Cookman","400992702"
"11/25/17","UT Rio Grande Valley","400990603"
"11/27/17","North Texas","400992556"
"12/1/17","Georgia Tech","400986112"
"12/4/17","Tougaloo","400992880"
"12/9/17","Grand Canyon","400990623"
"12/12/17","UL Monroe","400990403"
"12/16/17","SE Louisiana","400988975"
"12/21/17","East Carolina","400988032"
"12/28/17","Seattle","400990642"
"1/1/18","Alabama A&M","400992826"
"1/3/18","Alabama State","400992847"
"1/6/18","Southern","400992881"
"1/8/18","Alcorn State","400992869"
"1/13/18","Prairie View A&M","400992882"
"1/15/18","Texas Southern","400992883"
"1/20/18","Jackson State","400992884"
"1/27/18","Arkansas-Pine Bluff","400992885"
"1/29/18","Mississippi Valley State","400992886"
"2/3/18","Southern","400992887"
"2/5/18","Alcorn State","400992874"
"2/10/18","Prairie View A&M","400992888"
"2/12/18","Texas Southern","400992889"
"2/17/18","Jackson State","400992890"
"2/24/18","Arkansas-Pine Bluff","400992891"
"2/26/18","Mississippi Valley State","400992892"
"3/1/18","Alabama A&M","400992842"
"3/3/18","Alabama State","400992861"
