"date","opponent","game_id"
"11/10/17","Omaha","400989285"
"11/13/17","Utah State","400991230"
"11/15/17","Montana-Western","400991234"
"11/18/17","Louisiana Tech","400991238"
"11/21/17","Binghamton","400990016"
"11/22/17","Southeast Missouri State","401001949"
"11/26/17","Fresno State","400991246"
"11/29/17","Bethesda","400991248"
"12/2/17","Milwaukee","400991252"
"12/5/17","Central Michigan","400990152"
"12/9/17","UC Santa Barbara","400991256"
"12/18/17","Denver","400989351"
"12/21/17","Omaha","400989357"
"12/28/17","Southern Utah","400991266"
"12/30/17","Northern Arizona","400991270"
"1/4/18","Northern Colorado","400991276"
"1/6/18","North Dakota","400991282"
"1/11/18","Portland St","400991288"
"1/13/18","Sacramento State","400991293"
"1/20/18","Montana","400991302"
"1/25/18","Northern Arizona","400991308"
"1/27/18","Southern Utah","400991312"
"2/1/18","North Dakota","400991318"
"2/3/18","Northern Colorado","400991325"
"2/8/18","Sacramento State","400991330"
"2/10/18","Portland St","400991339"
"2/15/18","Idaho","400991341"
"2/17/18","Eastern Washington","400991346"
"2/24/18","Montana","400991356"
"3/1/18","Idaho State","400991362"
"3/3/18","Weber State","400991369"
"3/6/18","North Dakota","401020738"
