"date","opponent","game_id"
"11/10/17","Greensboro","400992803"
"11/12/17","Clemson","400986313"
"11/15/17","The Citadel","400988660"
"11/18/17","Jacksonville","400991875"
"11/21/17","Mid-Atlantic Christian","400992804"
"11/26/17","East Carolina","400987970"
"11/30/17","Central Connecticut","400990744"
"12/2/17","Presbyterian","400992370"
"12/9/17","Georgetown","400988520"
"12/15/17","Tennessee State","400990932"
"12/17/17","Duquesne","400989842"
"12/19/17","Southern Illinois","400989662"
"12/22/17","Radford","400992382"
"12/23/17","Lamar","401005786"
"12/28/17","Virginia Tech","400986169"
"1/6/18","Norfolk State","400992794"
"1/8/18","Delaware State","400992739"
"1/13/18","Morgan State","400992784"
"1/15/18","Coppin State","400992725"
"1/17/18","Norfolk State","401008497"
"1/18/18","Norfolk State","401013196"
"1/20/18","Maryland-Eastern Shore","400992805"
"1/22/18","Howard","400992773"
"1/27/18","North Carolina Central","400992806"
"2/3/18","Hampton","400992940"
"2/5/18","Delaware State","400992745"
"2/10/18","South Carolina State","400992807"
"2/12/18","Savannah State","400992808"
"2/17/18","Howard","400992777"
"2/19/18","Maryland-Eastern Shore","400992809"
"2/24/18","Florida A&M","400992763"
"2/26/18","Bethune-Cookman","400992718"
"3/1/18","North Carolina Central","400992810"
"3/5/18","Delaware State","401020546"
"3/8/18","Norfolk State","401020553"
"3/9/18","Hampton","401020554"
"3/12/18","Liberty","401025890"
