"date","opponent","game_id"
"11/10/17","Marquette","400988415"
"11/13/17","Notre Dame","400986052"
"11/15/17","Georgetown","400988424"
"11/18/17","North Florida","400990716"
"11/21/17","York College Pa","400990723"
"11/24/17","Ohio","400990133"
"11/27/17","Morgan State","400990737"
"12/2/17","Loyola MD","400990750"
"12/5/17","Pittsburgh","400986126"
"12/9/17","Lehigh","400990757"
"12/15/17","Washington Coll","400990765"
"12/18/17","American","400990771"
"12/22/17","Coppin State","400990776"
"12/29/17","Wagner","400990783"
"12/31/17","LIU Brooklyn","400990788"
"1/4/18","Bryant","400990790"
"1/6/18","Central Connecticut","400990796"
"1/11/18","Sacred Heart","400990803"
"1/13/18","St. Francis PA","400990808"
"1/18/18","St. Francis BKN","400990812"
"1/20/18","Fairleigh Dickinson","400990817"
"1/25/18","LIU Brooklyn","400990822"
"1/27/18","St. Francis BKN","400990827"
"2/1/18","Robert Morris","400990834"
"2/3/18","St. Francis PA","400990838"
"2/8/18","Central Connecticut","400990841"
"2/10/18","Bryant","400990845"
"2/15/18","Fairleigh Dickinson","400990852"
"2/17/18","Sacred Heart","400990859"
"2/22/18","Robert Morris","400990864"
"2/24/18","Wagner","400990868"
"2/28/18","Robert Morris","401020728"
