"date","opponent","game_id"
"11/10/17","Idaho State","400988192"
"11/14/17","San Diego State","400988205"
"11/17/17","Northern Arizona","400988215"
"11/19/17","UC Irvine","400988220"
"11/23/17","Kansas State","400988227"
"11/24/17","Xavier","401002171"
"12/2/17","San Francisco","400987051"
"12/8/17","St. John's","400988254"
"12/10/17","Kansas","400988262"
"12/17/17","Vanderbilt","400987252"
"12/19/17","Longwood","400988275"
"12/22/17","Pacific","400986939"
"12/30/17","Arizona","400988292"
"1/4/18","Colorado","400988298"
"1/7/18","Utah","400988306"
"1/11/18","Oregon","400988311"
"1/13/18","Oregon State","400988316"
"1/17/18","Stanford","400988321"
"1/20/18","California","400988330"
"1/25/18","Utah","400988334"
"1/27/18","Colorado","400988338"
"2/1/18","Washington","400988344"
"2/4/18","Washington State","400988351"
"2/8/18","USC","400988357"
"2/10/18","UCLA","400988358"
"2/15/18","Arizona","400988366"
"2/22/18","Oregon","400988379"
"2/24/18","Oregon State","400988384"
"3/1/18","California","400988387"
"3/3/18","Stanford","400988393"
"3/7/18","Colorado","401020043"
"3/14/18","Syracuse","401025854"
