"date","opponent","game_id"
"11/12/17","Texas Southern","400988198"
"11/15/17","Seattle","400988208"
"11/18/17","Idaho State","400988219"
"11/23/17","Saint Joseph's","400988226"
"11/24/17","Saint Mary's","400999678"
"11/26/17","San Diego State","400999685"
"12/2/17","UC Davis","400988240"
"12/6/17","Idaho","400988252"
"12/9/17","UTEP","400988258"
"12/16/17","IUPUI","400988270"
"12/20/17","Kansas State","400988282"
"12/22/17","Bethune-Cookman","400988286"
"12/29/17","UCLA","400988291"
"12/31/17","USC","400988296"
"1/6/18","Washington","400988304"
"1/11/18","Stanford","400988309"
"1/13/18","California","400988315"
"1/18/18","Colorado","400988322"
"1/21/18","Utah","400988331"
"1/28/18","Washington","400988341"
"1/31/18","Arizona","400988342"
"2/4/18","Arizona State","400988351"
"2/8/18","Oregon State","400988356"
"2/11/18","Oregon","400988363"
"2/15/18","Colorado","400988367"
"2/17/18","Utah","400988370"
"2/22/18","California","400988378"
"2/24/18","Stanford","400988383"
"3/1/18","Oregon","400988386"
"3/3/18","Oregon State","400988392"
"3/7/18","Oregon","401020046"
