"date","opponent","game_id"
"11/10/17","Coppin State","400988196"
"11/13/17","Prairie View A&M","400988201"
"11/17/17","Alabama State","400988217"
"11/19/17","Ball State","400988221"
"11/23/17","UConn","400987964"
"11/24/17","DePaul","400999747"
"11/26/17","Oklahoma","401001003"
"12/1/17","Boise State","400988238"
"12/8/17","Colorado State","400988255"
"12/11/17","Texas Southern","400988263"
"12/13/17","Portland St","400988265"
"12/16/17","Fresno State","400988269"
"12/20/17","Central Arkansas","400988281"
"12/29/17","Utah","400988288"
"12/31/17","Colorado","400988297"
"1/5/18","Oregon State","400988302"
"1/11/18","Arizona State","400988311"
"1/13/18","Arizona","400988314"
"1/18/18","USC","400988323"
"1/20/18","UCLA","400988329"
"1/27/18","Oregon State","400988337"
"2/1/18","California","400988343"
"2/3/18","Stanford","400988348"
"2/8/18","Washington","400988354"
"2/11/18","Washington State","400988363"
"2/15/18","USC","400988365"
"2/17/18","UCLA","400988371"
"2/22/18","Arizona State","400988379"
"2/24/18","Arizona","400988382"
"3/1/18","Washington State","400988386"
"3/3/18","Washington","400988391"
"3/7/18","Washington State","401020046"
"3/8/18","Utah","401020050"
"3/9/18","USC","401020052"
"3/13/18","Rider","401022793"
"3/18/18","Marquette","401022804"
