"date","opponent","game_id"
"11/10/17","Alcorn State","400987152"
"11/16/17","Samford","400987172"
"11/20/17","Michigan","400986374"
"11/21/17","Notre Dame","401000095"
"11/22/17","Marquette","401000098"
"11/29/17","Tenn-Martin","400987206"
"12/10/17","UNC Wilmington","400987240"
"12/13/17","Houston","400987244"
"12/16/17","Stephen F. Austin","400987248"
"12/19/17","Sam Houston State","400987256"
"12/22/17","North Florida","400987267"
"12/28/17","Memphis","400987277"
"1/3/18","Kentucky","400987290"
"1/6/18","Texas A&M","400987294"
"1/10/18","Arkansas","400987305"
"1/13/18","Alabama","400987312"
"1/16/18","Georgia","400987314"
"1/20/18","Vanderbilt","400987326"
"1/23/18","Texas A&M","400987327"
"1/27/18","Auburn","400987342"
"1/31/18","Tennessee","400987350"
"2/3/18","Arkansas","400987357"
"2/7/18","Florida","400987364"
"2/10/18","Ole Miss","400987370"
"2/13/18","Alabama","400987377"
"2/17/18","Missouri","400987382"
"2/20/18","Vanderbilt","400987391"
"2/24/18","Georgia","400987398"
"2/28/18","South Carolina","400987406"
"3/3/18","Mississippi State","400987409"
"3/8/18","Mississippi State","401020004"
"3/14/18","Louisiana","401022798"
"3/19/18","Utah","401022808"
