"date","opponent","game_id"
"11/10/17","Missouri","400987149"
"11/13/17","Milwaukee","400989151"
"11/16/17","Appalachian State","400989152"
"11/17/17","Tulsa","400999671"
"11/19/17","Boise State","400999675"
"11/25/17","Western Illinois","400989153"
"12/4/17","Northern Illinois","400989154"
"12/7/17","Iowa","400986410"
"12/10/17","Alcorn State","400989155"
"12/16/17","Northern Iowa","400989156"
"12/20/17","Maryland-Eastern Shore","400989157"
"12/29/17","Kansas State","400989158"
"1/1/18","Texas","400989159"
"1/6/18","Oklahoma State","400989160"
"1/9/18","Kansas","400989161"
"1/13/18","Baylor","400989137"
"1/17/18","TCU","400989162"
"1/20/18","Texas Tech","400989163"
"1/22/18","Texas","400989164"
"1/27/18","Tennessee","400987335"
"1/31/18","West Virginia","400989165"
"2/3/18","Baylor","400989142"
"2/7/18","Texas Tech","400989166"
"2/10/18","Oklahoma","400989167"
"2/13/18","Kansas","400989168"
"2/17/18","Kansas State","400989169"
"2/21/18","TCU","400989170"
"2/24/18","West Virginia","400989171"
"2/27/18","Oklahoma State","400989172"
"3/2/18","Oklahoma","400989173"
"3/7/18","Texas","401020055"
