"date","opponent","game_id"
"11/10/17","Iowa","400986323"
"11/12/17","Purdue","400986340"
"11/14/17","Silver Lake College","400990590"
"11/16/17","Notre Dame","400986063"
"11/18/17","Northern Iowa","400989609"
"11/21/17","East-West University","400990598"
"11/23/17","UMBC","400990602"
"11/24/17","Presbyterian","401002167"
"11/26/17","Drake","400989625"
"11/29/17","Marquette","400988504"
"12/2/17","Northern Illinois","400990150"
"12/9/17","Oakland","400990621"
"12/11/17","Northwestern","400986426"
"12/16/17","Bradley","400989658"
"12/19/17","SIU-Edwardsville","400990634"
"12/27/17","Wisconsin","400986465"
"12/30/17","Western Michigan","400990191"
"1/6/18","New Mexico State","400990651"
"1/11/18","Seattle","400990654"
"1/13/18","Utah Valley","400990658"
"1/18/18","Grand Canyon","400990661"
"1/20/18","CSU Bakersfield","400990664"
"1/27/18","UT Rio Grande Valley","400990672"
"2/1/18","CSU Bakersfield","400990677"
"2/3/18","Grand Canyon","400990679"
"2/8/18","Utah Valley","400990683"
"2/10/18","Seattle","400990686"
"2/15/18","UMKC","400990690"
"2/22/18","New Mexico State","400990699"
"2/24/18","UT Rio Grande Valley","400990700"
"3/3/18","UMKC","400990704"
"3/8/18","New Mexico State","401020539"
