"date","opponent","game_id"
"11/10/17","Virginia","400986648"
"11/15/17","NC Wesleyan","400988659"
"11/17/17","Ferrum","400988663"
"11/20/17","Delaware","400988670"
"11/21/17","Longwood","400988676"
"11/24/17","Wake Forest","400986090"
"11/28/17","Presbyterian","400988689"
"12/2/17","Liberty","400988698"
"12/7/17","Elon","400988707"
"12/13/17","UNC Wilmington","400988715"
"12/16/17","NC State","400986145"
"12/19/17","UNC Asheville","400988729"
"12/21/17","Southeastern","400988731"
"12/30/17","Wofford","400988740"
"1/6/18","VMI","400988748"
"1/11/18","East Tennessee State","400988756"
"1/13/18","Western Carolina","400988757"
"1/18/18","The Citadel","400988765"
"1/20/18","Mercer","400988771"
"1/24/18","Furman","400988776"
"1/27/18","Samford","400988781"
"1/29/18","Chattanooga","400988782"
"2/1/18","VMI","400988790"
"2/7/18","Furman","400988795"
"2/10/18","Western Carolina","400988802"
"2/12/18","East Tennessee State","400988804"
"2/15/18","The Citadel","400988807"
"2/17/18","Mercer","400988814"
"2/20/18","Wofford","400988815"
"2/23/18","Chattanooga","400988822"
"2/25/18","Samford","400988826"
"3/3/18","The Citadel","401020591"
"3/4/18","Wofford","401020595"
"3/5/18","East Tennessee State","401020597"
"3/15/18","Gonzaga","401025840"
