"date","opponent","game_id"
"11/10/17","Columbia","400988413"
"11/14/17","Nicholls","400988423"
"11/17/17","Lafayette","400988425"
"11/22/17","Western Kentucky","400988492"
"11/23/17","Tennessee","401000100"
"11/24/17","Northern Iowa","401002169"
"11/29/17","Pennsylvania","400988503"
"12/2/17","Saint Joseph's","400988510"
"12/5/17","Gonzaga","400986882"
"12/10/17","La Salle","400988524"
"12/13/17","Temple","400988008"
"12/22/17","Hofstra","400988543"
"12/27/17","DePaul","400988548"
"12/30/17","Butler","400988553"
"1/6/18","Marquette","400988565"
"1/10/18","Xavier","400988569"
"1/13/18","St. John's","400988574"
"1/17/18","Georgetown","400988577"
"1/20/18","UConn","400988073"
"1/23/18","Providence","400988584"
"1/28/18","Marquette","400988590"
"2/1/18","Creighton","400988595"
"2/4/18","Seton Hall","400988599"
"2/7/18","St. John's","400988603"
"2/10/18","Butler","400988606"
"2/14/18","Providence","400988612"
"2/17/18","Xavier","400988616"
"2/21/18","DePaul","400988623"
"2/24/18","Creighton","400988627"
"2/28/18","Seton Hall","400988631"
"3/3/18","Georgetown","400988637"
"3/8/18","Marquette","401020067"
"3/9/18","Butler","401020070"
"3/10/18","Providence","401020071"
"3/15/18","Radford","401025816"
"3/17/18","Alabama","401025862"
"3/23/18","West Virginia","401025879"
"3/25/18","Texas Tech","401025883"
"3/31/18","Kansas","401025886"
"NA/2/NA","Michigan","401025888"
