"date","opponent","game_id"
"11/10/17","SIU-Edwardsville","400986329"
"11/12/17","Chicago State","400986340"
"11/14/17","Marquette","400986348"
"11/18/17","Fairfield","400986364"
"11/22/17","Tennessee","400986380"
"11/23/17","Western Kentucky","401000102"
"11/24/17","Arizona","401000104"
"11/28/17","Louisville","400986099"
"12/1/17","Maryland","400986394"
"12/3/17","Northwestern","400986400"
"12/7/17","Valparaiso","400986412"
"12/10/17","IUPUI","400986425"
"12/16/17","Butler","400986441"
"12/21/17","Tennessee State","400986455"
"12/30/17","Lipscomb","400986478"
"1/3/18","Rutgers","400986485"
"1/6/18","Nebraska","400986491"
"1/9/18","Michigan","400986497"
"1/13/18","Minnesota","400986505"
"1/16/18","Wisconsin","400986511"
"1/20/18","Iowa","400986518"
"1/25/18","Michigan","400986530"
"1/28/18","Indiana","400986535"
"1/31/18","Maryland","400986542"
"2/3/18","Rutgers","400986546"
"2/7/18","Ohio State","400986554"
"2/10/18","Michigan State","400986558"
"2/15/18","Wisconsin","400986569"
"2/18/18","Penn State","400986576"
"2/22/18","Illinois","400986585"
"2/25/18","Minnesota","400986590"
"3/2/18","Rutgers","401020039"
"3/3/18","Penn State","401020041"
"3/4/18","Michigan","401020042"
"3/16/18","CS Fullerton","401025828"
"3/18/18","Butler","401025864"
"3/23/18","Texas Tech","401025878"
