"date","opponent","game_id"
"11/11/17","Alabama A&M","400990110"
"11/16/17","Clemson","400986061"
"11/17/17","Dayton","400999662"
"11/19/17","Indiana State","400999664"
"11/24/17","Mt. St. Mary's","400990133"
"11/28/17","Iona","400990137"
"12/1/17","Coppin State","400990143"
"12/7/17","Maryland","400986411"
"12/10/17","Western Kentucky","400990165"
"12/16/17","Marshall","400990170"
"12/20/17","Prairie View A&M","400990177"
"12/29/17","Northwestern Ohio","400990188"
"1/2/18","Central Michigan","400990192"
"1/6/18","Northern Illinois","400990201"
"1/9/18","Ball State","400990206"
"1/12/18","Kent State","400990210"
"1/16/18","Toledo","400990216"
"1/20/18","Eastern Michigan","400990222"
"1/23/18","Akron","400990227"
"1/26/18","Buffalo","400990233"
"1/30/18","Bowling Green","400990241"
"2/3/18","Central Michigan","400990248"
"2/6/18","Akron","400990249"
"2/10/18","Western Michigan","400990259"
"2/13/18","Toledo","400990262"
"2/17/18","Miami OH","400990347"
"2/20/18","Kent State","400990271"
"2/24/18","Buffalo","400990278"
"2/27/18","Bowling Green","400990282"
"3/2/18","Miami OH","400990289"
"3/5/18","Miami OH","401020534"
