"date","opponent","game_id"
"11/10/17","Sacred Heart","400990709"
"11/16/17","Harvard","400991653"
"11/19/17","Rhode Island","400990090"
"11/22/17","Fairleigh Dickinson","400990725"
"11/25/17","Albany","400989990"
"12/1/17","Manhattan","400991085"
"12/2/17","La Salle","401002871"
"12/6/17","Massachusetts","400990103"
"12/9/17","New Hampshire","400991548"
"12/19/17","Iona","400991106"
"12/22/17","Siena","400991112"
"12/29/17","Colgate","400992023"
"1/2/18","Lafayette","400992033"
"1/5/18","Lehigh","400992034"
"1/8/18","Loyola MD","400992035"
"1/11/18","Navy","400992036"
"1/14/18","Boston University","400992001"
"1/17/18","Army","400991984"
"1/20/18","Bucknell","400992014"
"1/22/18","American","400991968"
"1/27/18","Lafayette","400992037"
"1/29/18","Lehigh","400992038"
"2/3/18","Loyola MD","400992039"
"2/7/18","Navy","400992040"
"2/10/18","Boston University","400992007"
"2/14/18","Army","400991991"
"2/17/18","Bucknell","400992020"
"2/21/18","American","400991976"
"2/24/18","Colgate","400992032"
"3/1/18","Navy","401021353"
"3/4/18","Colgate","401022610"
